Frame id,Time(s),Velocity (x),Velocity(y),Velocity(z),Velocity,Throttle,Steer,Brake,Handbrake,Reverse,Manual Gear Shift,Gear,Image Path
0,0.5437877178192139,-2.804104504150473e-08,6.336413171936783e-09,0.0872359648346901,0.0872359648346948,0.0,0.0,0.0,False,False,False,0,G:/carla_data_T4/CCW2/0.png
1,1.0664622783660889,-2.6174088674224553e-08,-1.549040540282931e-08,0.0097451638430356,0.0097451638430831,0.8500000238418579,0.0004398273595143,0.0,False,False,False,0,G:/carla_data_T4/CCW2/1.png
2,1.5711486339569092,-2.008795499801636,-0.0150403827428817,0.0003465366316959,2.008851834562219,0.8500000238418579,-0.0003111817932222,0.0,False,False,False,1,G:/carla_data_T4/CCW2/2.png
3,2.073509693145752,-4.39656400680542,-0.0337789617478847,0.0014131736243143,4.396693994497841,0.8500000238418579,0.0,0.0,False,False,False,1,G:/carla_data_T4/CCW2/3.png
4,2.579500675201416,-6.431087017059326,-0.0490545406937599,-0.000302104948787,6.431274108621021,0.8500000238418579,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/4.png
5,3.0864360332489014,-8.605755805969238,-0.0639447048306465,0.0001436424208804,8.605993373102391,0.0,0.0,0.641128420829773,False,False,False,2,G:/carla_data_T4/CCW2/5.png
6,3.605113983154297,-7.725059509277344,-0.0570891089737415,1.0957717677229084e-05,7.725270454059185,0.8500000238418579,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/6.png
7,4.112846374511719,-7.89945125579834,-0.0607215426862239,1.5516281564487144e-05,7.899684629700157,0.0,0.0004398273595143,0.100534550845623,False,False,False,2,G:/carla_data_T4/CCW2/7.png
8,4.621678352355957,-8.266172409057617,-0.0626128539443016,-1.1320114026602823e-05,8.266409538963854,0.736378014087677,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/8.png
9,5.137358665466309,-7.473509311676025,-0.0566131025552749,-1.8663406081032008e-05,7.473723735557631,0.8161775469779968,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/9.png
10,5.647671222686768,-8.597850799560547,-0.0644045248627662,-1.7747877791407518e-05,8.598092015944102,0.0,0.0,0.2968819439411163,False,False,False,2,G:/carla_data_T4/CCW2/10.png
11,6.166611671447754,-7.751702785491943,-0.0573771372437477,2.2397040083887987e-05,7.751915131822811,0.8500000238418579,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/11.png
12,6.671638488769531,-7.862712383270264,-0.0606223195791244,6.704330189677421e-06,7.862946081953485,0.0722404941916465,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/12.png
13,7.179322719573975,-8.52392292022705,-0.0711451768875122,-2.3703574697719887e-05,8.524219822759633,0.3380467593669891,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/13.png
14,7.696574211120605,-7.463179111480713,-0.0643157288432121,2.7656554379973386e-07,7.463456234414372,0.8500000238418579,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/14.png
15,8.199110984802246,-8.313446044921875,-0.072799302637577,2.712726563913748e-05,8.313764783840567,0.0,0.0,0.3405655324459076,False,False,False,2,G:/carla_data_T4/CCW2/15.png
16,8.702110767364502,-7.9789347648620605,-0.0676566064357757,1.9226074073230848e-05,7.979221603558108,0.8500000238418579,-0.0004398273595143,0.0,False,False,False,2,G:/carla_data_T4/CCW2/16.png
17,9.213792085647585,-7.691649436950684,-0.0664153844118118,-5.9223175412626006e-06,7.6919361713592895,0.5465186834335327,0.0,0.0,False,False,False,2,G:/carla_data_T4/CCW2/17.png
18,9.716479301452637,-8.57025146484375,0.0634912848472595,-2.7699470592779107e-05,8.570486643982083,0.0,-0.0012024119496345,0.148184984922409,False,False,False,2,G:/carla_data_T4/CCW2/18.png
19,10.222164392471312,-7.514749526977539,0.053293764591217,-1.0766982995846774e-05,7.514938501323173,0.8500000238418579,-0.0002485241857357,0.0,False,False,False,2,G:/carla_data_T4/CCW2/19.png
20,10.72531795501709,-8.388182640075684,0.2896347641944885,2.1839141481905244e-05,8.393181536245597,0.0,-0.0013422126648947,0.3560673892498016,False,False,False,2,G:/carla_data_T4/CCW2/20.png
21,11.234623193740845,-7.9179840087890625,0.5086287260055542,2.3469923689845015e-05,7.934303620665658,0.8500000238418579,-0.0170986242592334,0.0,False,False,False,2,G:/carla_data_T4/CCW2/21.png
22,11.73630952835083,-7.728005409240723,0.6958869099617004,-1.9884109860868197e-05,7.75927356117216,0.2230201661586761,-0.0269508957862854,0.0,False,False,False,2,G:/carla_data_T4/CCW2/22.png
23,12.245995998382568,-8.447659492492676,0.8832071423530579,-2.972602851514239e-05,8.493703889251655,0.1959779411554336,-0.0486307851970195,0.0,False,False,False,2,G:/carla_data_T4/CCW2/23.png
24,12.763357639312744,-7.458964824676514,0.9389756321907043,5.774497822130797e-06,7.51783422892809,0.8500000238418579,1.8054386600852013e-05,0.0,False,False,False,2,G:/carla_data_T4/CCW2/24.png
25,13.265601873397827,-8.221553802490234,1.302132487297058,4.865646405960433e-05,8.32403123156584,0.0,-0.0026888584252446,0.3976137340068817,False,False,False,2,G:/carla_data_T4/CCW2/25.png
26,13.784279823303224,-7.74398136138916,1.4598551988601685,2.8309821573202495e-05,7.880382257732376,0.8500000238418579,-0.0100240390747785,0.0,False,False,False,2,G:/carla_data_T4/CCW2/26.png
27,14.296959400177002,-7.578690528869629,1.6327552795410156,-2.283096182509325e-05,7.752576341821378,0.441712349653244,-0.0282628498971462,0.0,False,False,False,2,G:/carla_data_T4/CCW2/27.png
28,14.801159381866457,-8.309477806091309,1.842272162437439,-2.405166560492944e-05,8.511250679600174,0.4907195568084717,-0.0004086489789187,0.0,False,False,False,2,G:/carla_data_T4/CCW2/28.png
29,15.317631483078005,-7.218438148498535,1.8462347984313965,3.657340812424082e-06,7.450800778080928,0.8500000238418579,1.062639057636261e-06,0.0,False,False,False,2,G:/carla_data_T4/CCW2/29.png
30,15.827168464660645,-8.224312782287598,2.37390661239624,3.7012097891420126e-05,8.560067368113854,0.0,-0.0028196002822369,0.6759505271911621,False,False,False,2,G:/carla_data_T4/CCW2/30.png
